county,ded,townland_or_street,townland_to_map_url,townland_to_map
Fermanagh,Castle_Coole,Cavancarragh,http://www.townlands.ie/fermanagh/tirkennedy/derryvullan-and-islands/cavancarragh,Cavancarragh
Fermanagh,Castle_Coole,Cloghtate,http://www.townlands.ie/fermanagh/tirkennedy/enniskillen/cloghtate,Cloghtate
Fermanagh,Castle_Coole,Curraghlare,http://www.townlands.ie/fermanagh/tirkennedy/derryvullan-and-islands/curraghlare,Curraghlare
Fermanagh,Castle_Coole,Garvary,http://www.townlands.ie/fermanagh/tirkennedy/enniskillen/garvary,Garvary
Fermanagh,Castle_Coole,Killyreagh,http://www.townlands.ie/fermanagh/tirkennedy/derryvullan-and-islands/killyreagh,Killyreagh
Fermanagh,Castle_Coole,Mullanaskea,http://www.townlands.ie/fermanagh/tirkennedy/enniskillen/mullanaskea,Mullanaskea
Fermanagh,Clabby,Camgart,http://www.townlands.ie/fermanagh/tirkennedy/enniskillen/camgart,Camgart
Fermanagh,Clabby,Cloghoge,http://www.townlands.ie/fermanagh/tirkennedy/enniskillen/cloghoge,Cloghoge
Fermanagh,Clabby,Glencovet_Glebe,http://www.townlands.ie/fermanagh/tirkennedy/enniskillen/glencovet-glebe,Glencovet_Glebe
Fermanagh,Clabby,Moysnaght,http://www.townlands.ie/fermanagh/tirkennedy/enniskillen/moysnaght,Moysnaght
Fermanagh,Clabby,Ramaley,http://www.townlands.ie/fermanagh/tirkennedy/enniskillen/ramaley,Ramaley
Fermanagh,Clabby,Clabby_Village,http://www.townlands.ie/fermanagh/tirkennedy/enniskillen/ramaley,Ramaley
Fermanagh,Imeroo,Drummackan,http://www.townlands.ie/fermanagh/tirkennedy/enniskillen/drummackan,Drummackan
Fermanagh,Imeroo,Knockennis,http://www.townlands.ie/fermanagh/tirkennedy/enniskillen/knockennis,Knockennis
Fermanagh,Imeroo,Largandoy,http://www.townlands.ie/fermanagh/tirkennedy/enniskillen/largandoy,Largandoy
Fermanagh,Imeroo,Tonyglaskan,http://www.townlands.ie/fermanagh/tirkennedy/enniskillen/tonyglaskan,Tonyglaskan
Fermanagh,Irvinestown,Burfits_Hill,http://www.townlands.ie/fermanagh/lurg/derryvullan-and-islands/burfits-hill,Burfits_Hill
Fermanagh,Irvinestown,Coolgarran,http://www.townlands.ie/fermanagh/tirkennedy/magheracross/coolgarran,Coolgarran
Fermanagh,Irvinestown,Dromore,http://www.townlands.ie/fermanagh/lurg/derryvullan-and-islands/dromore,Dromore
Fermanagh,Irvinestown,Druminshin_Beg,http://www.townlands.ie/fermanagh/lurg/derryvullan-and-islands/druminshin-beg,Druminshin_Beg
Fermanagh,Irvinestown,Inish_Doney,http://www.townlands.ie/fermanagh/lurg/derryvullan-and-islands/inish-doney,Inish_Doney
Fermanagh,Irvinestown,Irvinestown_Town_Back_Street,http://www.townlands.ie/fermanagh/lurg/derryvullan-and-islands/townhill,Townhill
Fermanagh,Irvinestown,Irvinestown_Town_Church_Street,http://www.townlands.ie/fermanagh/lurg/derryvullan-and-islands/townhill,Townhill
Fermanagh,Irvinestown,Irvinestown_Town_Fair_Green_Street,http://www.townlands.ie/fermanagh/lurg/derryvullan-and-islands/townhill,Townhill
Fermanagh,Irvinestown,Irvinestown_Town_Main_Street,http://www.townlands.ie/fermanagh/lurg/derryvullan-and-islands/townhill,Townhill
Fermanagh,Irvinestown,Irvinestown_Town_Pound_Street,http://www.townlands.ie/fermanagh/lurg/derryvullan-and-islands/townhill,Townhill
Fermanagh,Irvinestown,Irvinestown_Town_Trillick_Road_Townhill,http://www.townlands.ie/fermanagh/lurg/derryvullan-and-islands/townhill,Townhill
Fermanagh,Irvinestown,Irvinestown_Town_Trillick_Road,http://www.townlands.ie/fermanagh/lurg/derryvullan-and-islands/townhill,Townhill
Fermanagh,Irvinestown,Townhill,http://www.townlands.ie/fermanagh/lurg/derryvullan-and-islands/townhill,Townhill
Fermanagh,Irvinestown,Irvinestown_Town_Castle_Street,http://www.townlands.ie/fermanagh/lurg/derryvullan-and-islands/milltate,Milltate
Fermanagh,Irvinestown,Irvinestown_Town_Trillick_Road_Milltate,http://www.townlands.ie/fermanagh/lurg/derryvullan-and-islands/milltate,Milltate
Fermanagh,Irvinestown,Milltate,http://www.townlands.ie/fermanagh/lurg/derryvullan-and-islands/milltate,Milltate
Fermanagh,Irvinestown,Knockroe_Irvine,http://www.townlands.ie/fermanagh/lurg/derryvullan-and-islands/knockroe-irvine,Knockroe_Irvine
Fermanagh,Irvinestown,Mullybreslen,http://www.townlands.ie/fermanagh/lurg/derryvullan-and-islands/mullybreslen,Mullybreslen
Fermanagh,Irvinestown,Rossinnan,http://www.townlands.ie/fermanagh/lurg/derryvullan-and-islands/rossinnan,Rossinnan
Fermanagh,Irvinestown,Tullylammy,http://www.townlands.ie/fermanagh/lurg/derryvullan-and-islands/tullylammy,Tullylammy
Fermanagh,Lisbellaw,Cloghtogle,http://www.townlands.ie/fermanagh/tirkennedy/enniskillen/cloghtogle,Cloghtogle
Fermanagh,Lisbellaw,Ederdaglass_or_Hollybank,http://www.townlands.ie/fermanagh/tirkennedy/derryvullan-and-islands/ederdaglass-or-hollybank,Ederdaglass_or_Hollybank
Fermanagh,Lisbellaw,Falls,http://www.townlands.ie/fermanagh/tirkennedy/enniskillen/falls,Falls
Fermanagh,Lisbellaw,Faughard,http://www.townlands.ie/fermanagh/tirkennedy/cleenish/faughard,Faughard
Fermanagh,Lisbellaw,Lisbellaw_Village,http://www.townlands.ie/fermanagh/tirkennedy/cleenish/mullybritt,Mullybritt
Fermanagh,Lisbellaw,Mullybritt,http://www.townlands.ie/fermanagh/tirkennedy/cleenish/mullybritt,Mullybritt
Fermanagh,Lisbellaw,Shanco,http://www.townlands.ie/fermanagh/tirkennedy/enniskillen/shanco,Shanco
Fermanagh,Lisbellaw,Tattygare,http://www.townlands.ie/fermanagh/tirkennedy/cleenish/tattygare,Tattygare
Fermanagh,Lisbellaw,Tattymacall,http://www.townlands.ie/fermanagh/tirkennedy/cleenish/tattymacall,Tattymacall
Fermanagh,Lisnarick,Drumarky,http://www.townlands.ie/fermanagh/lurg/derryvullan-and-islands/drumarky,Drumarky
Fermanagh,Lisnarick,Duross,http://www.townlands.ie/fermanagh/lurg/derryvullan-and-islands/duross,Duross
Fermanagh,Lisnarick,Inish_Contra,http://www.townlands.ie/fermanagh/lurg/derryvullan-and-islands/inish-conra,Inish_Contra
Fermanagh,Lisnarick,Lignameeltoge,http://www.townlands.ie/fermanagh/lurg/derryvullan-and-islands/lignameeltoge,Lignameeltoge
Fermanagh,Lisnarick,Liscreevin,http://www.townlands.ie/fermanagh/lurg/derryvullan-and-islands/liscreevin,Liscreevin
Fermanagh,Magheraculmoney,Edenclaw_Great,http://www.townlands.ie/fermanagh/lurg/magheraculmoney/edenclaw-great,Edenclaw_Great
Fermanagh,Magheraculmoney,Edenclaw_Little,http://www.townlands.ie/fermanagh/lurg/magheraculmoney/edenclaw-little,Edenclaw_Little
Fermanagh,Milltown,Crevinishaughy_Island,http://www.townlands.ie/fermanagh/lurg/magheraculmoney/crevinishaughy-island,Crevinishaughy_Island
Fermanagh,Milltown,Knockroe_Archdall,http://www.townlands.ie/fermanagh/lurg/derryvullan-and-islands/knockroe-archdall,Knockroe_Archdall
Fermanagh,Milltown,Tullanaglare,http://www.townlands.ie/fermanagh/lurg/magheraculmoney/tullanaglare,Tullanaglare
Fermanagh,Milltown,Whitehill_North,http://www.townlands.ie/fermanagh/lurg/derryvullan-and-islands/whitehill-north,Whitehill_North
Fermanagh,Newporton,Ballinamallard_Village_Drumkeen,http://www.townlands.ie/fermanagh/tirkennedy/magheracross/drumkeen,Drumkeen
Fermanagh,Newporton,Drumkeen,http://www.townlands.ie/fermanagh/tirkennedy/magheracross/drumkeen,Drumkeen
Fermanagh,Newporton,Cavanalough_Glebe,http://www.townlands.ie/fermanagh/tirkennedy/magheracross/cavanalough-glebe,Cavanalough_Glebe
Fermanagh,Newporton,Cavantillycormick,http://www.townlands.ie/fermanagh/tirkennedy/magheracross/cavantillycormick,Cavantillycormick
Fermanagh,Newporton,Cleenaghan,http://www.townlands.ie/fermanagh/tirkennedy/magheracross/cleenaghan,Cleenaghan
Fermanagh,Newporton,Derryraghan,http://www.townlands.ie/fermanagh/tirkennedy/magheracross/derryraghan,Derryraghan
Fermanagh,Newporton,Drummurry,http://www.townlands.ie/fermanagh/tirkennedy/magheracross/drummurry,Drummurry
Fermanagh,Newporton,Drumrainy,http://www.townlands.ie/fermanagh/tirkennedy/magheracross/drumrainy,Drumrainy
Fermanagh,Newporton,Ferney,http://www.townlands.ie/fermanagh/tirkennedy/magheracross/ferney,Ferney
Fermanagh,Newporton,Kilgortnaleague,http://www.townlands.ie/fermanagh/tirkennedy/magheracross/kilgortnaleague,Kilgortnaleague
Fermanagh,Newporton,Killymittan,http://www.townlands.ie/fermanagh/tirkennedy/magheracross/killymittan,Killymittan
Fermanagh,Newporton,Knockmanoul,http://www.townlands.ie/fermanagh/tirkennedy/magheracross/knockmanoul,Knockmanoul
Fermanagh,Newporton,Salry,http://www.townlands.ie/fermanagh/tirkennedy/magheracross/salry,Salry
Fermanagh,Rockfield_or_Killadeas,Buninubber,http://www.townlands.ie/fermanagh/lurg/trory/buninubber,Buninubber
Fermanagh,Rockfield_or_Killadeas,Cantytrindle,http://www.townlands.ie/fermanagh/lurg/derryvullan-and-islands/cantytrindle,Cantytrindle
Fermanagh,Rockfield_or_Killadeas,Drumgarrow,http://www.townlands.ie/fermanagh/tirkennedy/trory/drumgarrow,Drumgarrow
Fermanagh,Rockfield_or_Killadeas,Druminshin_More,http://www.townlands.ie/fermanagh/lurg/derryvullan-and-islands/druminshin-more,Druminshin_More
Fermanagh,Rockfield_or_Killadeas,Drummackilowney,http://www.townlands.ie/fermanagh/lurg/trory/drummackilowney,Drummackilowney
Fermanagh,Rockfield_or_Killadeas,Tullyclea,http://www.townlands.ie/fermanagh/lurg/derryvullan-and-islands/tullyclea,Tullyclea
Fermanagh,Rockfield_or_Killadeas,Whitehill_South,http://www.townlands.ie/fermanagh/lurg/derryvullan-and-islands/whitehill-south,Whitehill_South
Fermanagh,Tempo,Claranagh,http://www.townlands.ie/fermanagh/tirkennedy/enniskillen/claranagh,Claranagh
Fermanagh,Tempo,Greaghrawer,http://www.townlands.ie/fermanagh/tirkennedy/enniskillen/greaghrawer,Greaghrawer
Fermanagh,Tempo,Kilnambrahar,http://www.townlands.ie/fermanagh/tirkennedy/enniskillen/kilnambrahar,Kilnambrahar
Fermanagh,Tempo,Ratoran,http://www.townlands.ie/fermanagh/tirkennedy/enniskillen/ratoran,Ratoran
Fermanagh,Tempo,Shillanmore,http://www.townlands.ie/fermanagh/tirkennedy/enniskillen/shillanmore,Shillanmore
Fermanagh,Tempo,Tattinweer,http://www.townlands.ie/fermanagh/tirkennedy/enniskillen/tattinweer,Tattinweer
Fermanagh,Tempo,Tempo_Village,http://www.townlands.ie/fermanagh/tirkennedy/enniskillen/edenmore,Edenmore
Fermanagh,Tempo,Edenmore,http://www.townlands.ie/fermanagh/tirkennedy/enniskillen/edenmore,Edenmore
Tyrone,Carryglass,Lurganboy,http://www.townlands.ie/tyrone/clogher/donacavey/lurganboy,Lurganboy
Tyrone,Carryglass,Tattymoyle_Upper,http://www.townlands.ie/tyrone/clogher/donacavey/tattymoyle-upper,Tattymoyle_Upper
Tyrone,Dromore,Aghlisk,http://www.townlands.ie/tyrone/east-omagh/dromore/aghlisk,Aghlisk
Tyrone,Dromore,Dromore_Village_Church_Street,http://www.townlands.ie/tyrone/east-omagh/dromore/dromore,Dromore
Tyrone,Dromore,Dromore_Village_Main_Street,http://www.townlands.ie/tyrone/east-omagh/dromore/dromore,Dromore
Tyrone,Dromore,Dromore,http://www.townlands.ie/tyrone/east-omagh/dromore/dromore,Dromore
Tyrone,Dromore,Mulnagoagh,http://www.townlands.ie/tyrone/east-omagh/dromore/mulnacoagh,Mulnagoagh
Tyrone,Dromore,New_Park,http://www.townlands.ie/tyrone/east-omagh/dromore/new-park,New_Park
Tyrone,Kilskeery,Mulnagork,http://www.townlands.ie/tyrone/east-omagh/kilskeery/mulnagork,Mulnagork
Tyrone,Kilskeery,Rossnareen,http://www.townlands.ie/tyrone/east-omagh/kilskeery/rossnareen,Rossnareen
Tyrone,Trillick,Castlemervyn_Demesne,http://www.townlands.ie/tyrone/east-omagh/kilskeery/castlemeryn-demesne,Castlemervyn_Demesne
Tyrone,Trillick,Corlea,http://www.townlands.ie/tyrone/east-omagh/kilskeery/corlea,Corlea
Tyrone,Trillick,Edenagon,http://www.townlands.ie/tyrone/east-omagh/dromore/edenagon,Edenagon
Tyrone,Trillick,Shanmullagh_East,http://www.townlands.ie/tyrone/east-omagh/kilskeery/shanmullagh-east,Shanmullagh_East
Tyrone,Trillick,Trillick_Village,http://www.townlands.ie/tyrone/east-omagh/kilskeery/cavanamara,Cavanamara
Tyrone,Trillick,Cavanamara,http://www.townlands.ie/tyrone/east-omagh/kilskeery/cavanamara,Cavanamara
Tyrone,Tullyclunagh,Aghnamoe,http://www.townlands.ie/tyrone/east-omagh/dromore/aghnamore,Aghnamoe
Tyrone,Tullyclunagh,Drumderg_Glebe,http://www.townlands.ie/tyrone/east-omagh/dromore/drumderg-glebe,Drumderg_Glebe
Tyrone,Tullyclunagh,Drummallard,http://www.townlands.ie/tyrone/east-omagh/dromore/drummallard,Drummallard
Tyrone,Tullyclunagh,Lissaneden,http://www.townlands.ie/tyrone/east-omagh/dromore/lissaneden,Lissaneden
Tyrone,Tullyclunagh,Polfore,http://www.townlands.ie/tyrone/east-omagh/dromore/polfore,Polfore
Tyrone,Tullyclunagh,Rakeeranbeg,http://www.townlands.ie/tyrone/east-omagh/dromore/rakeeranbeg,Rakeeranbeg
Antrim,Ardclinis,Carnlough_Village_Bridge_Street,http://www.townlands.ie/antrim/glenarm-lower/ardclinis/mill-tenement,Mill_Tenement
Antrim,Ardclinis,Carnlough_Village_Mill_Isle,http://www.townlands.ie/antrim/glenarm-lower/ardclinis/mill-tenement,Mill_Tenement
Antrim,Ardclinis,Mill_Tenement,http://www.townlands.ie/antrim/glenarm-lower/ardclinis/mill-tenement,Mill_Tenement
Down,Newcastle,Newcastle_Town_Tullymore,http://www.townlands.ie/down/iveagh-upper-lower-half/maghera/tollymore,Tullymore
Down,Maghera,Tullymore,http://www.townlands.ie/down/iveagh-upper-lower-half/maghera/tollymore,Tullymore
Tyrone,Dromore,Dromore_Village_Omagh_Road,http://www.townlands.ie/tyrone/east-omagh/dromore/gardrum,Gardrum
Tyrone,Dromore,Gardrum,http://www.townlands.ie/tyrone/east-omagh/dromore/gardrum,Gardrum
Antrim,Ardclinis,Ardclinis,http://www.townlands.ie/antrim/glenarm-lower/ardclinis/ardclinis,Ardclinis
Antrim,Ardclinis,Bay,http://www.townlands.ie/antrim/glenarm-lower/ardclinis/bay,Bay
Antrim,Ardclinis,Burnside,http://www.townlands.ie/antrim/glenarm-lower/ardclinis/burnside,Burnside
Antrim,Ardclinis,Callisnagh,http://www.townlands.ie/antrim/glenarm-lower/ardclinis/callisnagh,Callisnagh
Antrim,Ardclinis,Carrivemurphy,http://www.townlands.ie/antrim/glenarm-lower/ardclinis/carrivemurphy,Carrivemurphy
Antrim,Ardclinis,Cushenilt,http://www.townlands.ie/antrim/glenarm-lower/ardclinis/carrivemurphy,Carrivemurphy
Antrim,Ardclinis,Drumadreid,http://www.townlands.ie/antrim/glenarm-lower/ardclinis/carrivemurphy,Carrivemurphy
Antrim,Ardclinis,Falmacbreed,http://www.townlands.ie/antrim/glenarm-lower/ardclinis/carrivemurphy,Carrivemurphy
Antrim,Ardclinis,Gallanagh,http://www.townlands.ie/antrim/glenarm-lower/ardclinis/carrivemurphy,Carrivemurphy
Antrim,Ardclinis,Tamlaghtmore,http://www.townlands.ie/antrim/glenarm-lower/ardclinis/carrivemurphy,Carrivemurphy
Antrim,Ardclinis,Clonreagh,http://www.townlands.ie/antrim/glenarm-lower/ardclinis/clonreagh,Clonreagh
Antrim,Ardclinis,Craignagat,http://www.townlands.ie/antrim/glenarm-lower/ardclinis/craignagat,Craignagat
Antrim,Ardclinis,Creggan,http://www.townlands.ie/antrim/glenarm-lower/ardclinis/creggan,Creggan
Antrim,Ardclinis,Diskirt,http://www.townlands.ie/antrim/glenarm-lower/ardclinis/diskirt,Diskirt
Antrim,Ardclinis,Drumnacross,http://www.townlands.ie/antrim/glenarm-lower/ardclinis/drumnacross,Drumnacross
Antrim,Ardclinis,Drumnacur,http://www.townlands.ie/antrim/glenarm-lower/ardclinis/drumnacur,Drumnacur
Antrim,Ardclinis,Drumnasole,http://www.townlands.ie/antrim/glenarm-lower/ardclinis/drumnasole,Drumnasole
Antrim,Ardclinis,Fallowvee,http://www.townlands.ie/antrim/glenarm-lower/ardclinis/fallowvee,Fallowvee
Antrim,Ardclinis,Falrusklin,http://www.townlands.ie/antrim/glenarm-lower/ardclinis/falrusklin,Falrusklin
Antrim,Ardclinis,Galbally_Lower,http://www.townlands.ie/antrim/glenarm-lower/ardclinis/galboly-lower,Galbally_Lower
Antrim,Ardclinis,Glenariff_Mountain_Lower,http://www.townlands.ie/antrim/glenarm-lower/ardclinis/glenariff-mountain-lower,Glenariff_Mountain_Lower
Antrim,Ardclinis,Gortin,http://www.townlands.ie/antrim/glenarm-lower/ardclinis/gortin,Gortin
Antrim,Ardclinis,Greenaghan,http://www.townlands.ie/antrim/glenarm-lower/ardclinis/greenaghan,Greenaghan
Antrim,Ardclinis,Lemnalary,http://www.townlands.ie/antrim/glenarm-lower/ardclinis/lemnalary,Lemnalary
Antrim,Ardclinis,Lemnalary_Mountain,http://www.townlands.ie/antrim/glenarm-lower/ardclinis/lemnalary-mountain,Lemnalary_Mountain
Antrim,Ardclinis,Longtown,http://www.townlands.ie/antrim/glenarm-lower/ardclinis/longtown,Longtown
Antrim,Ardclinis,Nappan,http://www.townlands.ie/antrim/glenarm-lower/ardclinis/nappan,Nappan
Antrim,Ardclinis,Newtown,http://www.townlands.ie/antrim/glenarm-lower/ardclinis/newtown,Newtown
Antrim,Ardclinis,Upper_Glenariff_Mountain_East,http://www.townlands.ie/antrim/glenarm-lower/ardclinis/upper-glenariff-mountain-east,Upper_Glenariff_Mountain_East
Antrim,Ardclinis,Upper_Glenariff_Mountain_West,http://www.townlands.ie/antrim/glenarm-lower/ardclinis/upper-glenariff-mountain-west,Upper_Glenariff_Mountain_West
Antrim,Ballyclug,Ballylesson,http://www.townlands.ie/antrim/antrim-lower/ballyclug/ballyleeson,Ballylesson
Antrim,Ballyclug,Ballymarlagh,http://www.townlands.ie/antrim/antrim-lower/ballyclug/ballymarlagh,Ballymarlagh
Antrim,Ballyclug,Crebilly,http://www.townlands.ie/antrim/antrim-lower/ballyclug/crebilly,Crebilly
Antrim,Ballyclug,Cross,http://www.townlands.ie/antrim/antrim-lower/ballyclug/cross,Cross
Antrim,Ballyclug,Deerfin,http://www.townlands.ie/antrim/antrim-lower/ballyclug/deerfin,Deerfin
Antrim,Ballyclug,Dunnyvadden,http://www.townlands.ie/antrim/antrim-lower/ballyclug/dunnyvadden,Dunnyvadden
Antrim,Ballyclug,Liminary,http://www.townlands.ie/antrim/antrim-lower/liminary,Liminary
Antrim,Ballyclug,Tully,http://www.townlands.ie/antrim/antrim-lower/ballyclug/tully,Tully
Antrim,Broughshane,Ballycloghan,http://www.townlands.ie/antrim/antrim-lower/skerry/ballycloghan,Ballycloghan
Antrim,Broughshane,Carnkeeran,http://www.townlands.ie/antrim/antrim-lower/skerry/carnkeeran,Carnkeeran
Antrim,Broughshane,Drummuck,http://www.townlands.ie/antrim/antrim-lower/racavan/drummuck,Drummuck
Antrim,Broughshane,Dunaird,http://www.townlands.ie/antrim/antrim-lower/racavan/dunaird,Dunaird
Antrim,Broughshane,Elginny,http://www.townlands.ie/antrim/antrim-lower/skerry/elginy,Elginny
Antrim,Broughshane,Kinbally,http://www.townlands.ie/antrim/antrim-lower/skerry/kinbally,Kinbally
Antrim,Broughshane,Knockboy,http://www.townlands.ie/antrim/antrim-lower/knockboy,Knockboy
Antrim,Broughshane,Rathkeel,http://www.townlands.ie/antrim/antrim-lower/racavan/rathkeel,Rathkeel
Antrim,Broughshane,Tullymore,http://www.townlands.ie/antrim/antrim-lower/skerry/tullymore,Tullymore
Antrim,Carncastle,Ballygilbert,http://www.townlands.ie/antrim/glenarm-upper/carncastle/ballygilbert,Ballygilbert
Antrim,Carncastle,Ballymullock,http://www.townlands.ie/antrim/glenarm-upper/grange-of-killyglen/ballymullock,Ballymullock
Antrim,Carncastle,Ballyruther,http://www.townlands.ie/antrim/glenarm-upper/carncastle/ballyruther,Ballyruther
Antrim,Carncastle,Ballytober,http://www.townlands.ie/antrim/glenarm-upper/carncastle/ballytober,Ballytober
Antrim,Carncastle,Carnfunnock,http://www.townlands.ie/antrim/glenarm-upper/carncastle/carnfunnock,Carnfunnock
Antrim,Carncastle,Drains,http://www.townlands.ie/antrim/glenarm-upper/grange-of-killyglen/drains,Drains
Antrim,Carncastle,Droagh,http://www.townlands.ie/antrim/glenarm-upper/carncastle/droagh,Droagh
Antrim,Carncastle,Dromain,http://www.townlands.ie/antrim/glenarm-upper/grange-of-killyglen/dromain,Dromain
Antrim,Carncastle,Drumnagreagh,http://www.townlands.ie/antrim/glenarm-upper/carncastle/drumnagreagh,Drumnagreagh
Antrim,Carncastle,Killyglen,http://www.townlands.ie/antrim/glenarm-upper/grange-of-killyglen/killyglen,Killyglen
Antrim,Carncastle,Linford,http://www.townlands.ie/antrim/glenarm-upper/carncastle/linford,Linford
Antrim,Carncastle,Loughduff,http://www.townlands.ie/antrim/glenarm-upper/carncastle/loughduff,Loughduff
Antrim,Carncastle,Saint_Cunning,http://www.townlands.ie/antrim/glenarm-upper/carncastle/saint-cunning,Saint_Cunning
Antrim,Carncastle,Sallagh,http://www.townlands.ie/antrim/glenarm-upper/carncastle/sallagh,Sallagh
Antrim,Carncastle,Slievebane,http://www.townlands.ie/antrim/glenarm-upper/carncastle/slievebane,Slievebane
Antrim,Carncastle,Solar,http://www.townlands.ie/antrim/glenarm-upper/carncastle/solar,Solar
Antrim,Glenarm,Aughaboy,http://www.townlands.ie/antrim/glenarm-lower/tickmacrevan/aughaboy,Aughaboy
Antrim,Glenarm,Bellair,http://www.townlands.ie/antrim/glenarm-lower/tickmacrevan/bellair,Bellair
Antrim,Glenarm,Carnalbanagh,http://www.townlands.ie/antrim/glenarm-lower/tickmacrevan/carnalbanagh,Carnalbanagh
Antrim,Glenarm,Carnave,http://www.townlands.ie/antrim/glenarm-lower/tickmacrevan/carnave,Carnave
Antrim,Glenarm,Carrive,http://www.townlands.ie/antrim/glenarm-lower/tickmacrevan/carrive,Carrive
Antrim,Glenarm,Clady,http://www.townlands.ie/antrim/glenarm-lower/tickmacrevan/clady,Clady
Antrim,Glenarm,Cloney,http://www.townlands.ie/antrim/glenarm-lower/tickmacrevan/cloney,Cloney
Antrim,Glenarm,Demense_Upper,http://www.townlands.ie/antrim/glenarm-lower/tickmacrevan/demense-upper,Demense_Upper
Antrim,Glenarm,Dickeystown,http://www.townlands.ie/antrim/glenarm-lower/tickmacrevan/dickeys-town,Dickeystown
Antrim,Glenarm,Drumcrow,http://www.townlands.ie/antrim/glenarm-lower/tickmacrevan/drumcrow,Drumcrow
Antrim,Glenarm,Dunteige,http://www.townlands.ie/antrim/glenarm-lower/tickmacrevan/diunteige,Dunteige
Antrim,Glenarm,Glebe,http://www.townlands.ie/antrim/glenarm-lower/tickmacrevan/glebe,Glebe
Antrim,Glenarm,Glenarm_Demesne,http://www.townlands.ie/antrim/glenarm-lower/tickmacrevan/glenarm-demense,Glenarm_Demesne
Antrim,Glenarm,Glore,http://www.townlands.ie/antrim/glenarm-lower/tickmacrevan/glore,Glore
Antrim,Glenarm,Libbert_East,http://www.townlands.ie/antrim/glenarm-lower/tickmacrevan/libbert-east,Libbert_East
Antrim,Glenarm,Libbert_West,http://www.townlands.ie/antrim/glenarm-lower/tickmacrevan/libbert-west,Libbert_West
Antrim,Glenarm,Longfield,http://www.townlands.ie/antrim/glenarm-lower/tickmacrevan/longfield,Longfield
Antrim,Glenarm,Mullaghconnelly,http://www.townlands.ie/antrim/glenarm-lower/tickmacrevan/mullaghconnelly,Mullaghconnelly
Antrim,Glenarm,Munie_North,http://www.townlands.ie/antrim/glenarm-lower/tickmacrevan/munie-north,Munie_North
Antrim,Glenarm,Munie_South,http://www.townlands.ie/antrim/glenarm-lower/tickmacrevan/munie-south,Munie_South
Antrim,Glenarm,Parishagh,http://www.townlands.ie/antrim/glenarm-lower/tickmacrevan/parishagh,Parishagh
Antrim,Glenarm,Tully,http://www.townlands.ie/antrim/glenarm-lower/tickmacrevan/tully,Tully
Antrim,Glencloy,Bay,http://www.townlands.ie/antrim/glenarm-lower/tickmacrevan/stoney-hill,Bay
Antrim,Glencloy,Doonan,http://www.townlands.ie/antrim/glenarm-lower/tickmacrevan/doonan,Doonan
Antrim,Glencloy,Drumnacole,http://www.townlands.ie/antrim/glenarm-lower/tickmacrevan/drumnacole,Drumnacole
Antrim,Glencloy,Drumourne,http://www.townlands.ie/antrim/glenarm-lower/tickmacrevan/drumourne,Drumourne
Antrim,Glencloy,Gartford,http://www.townlands.ie/antrim/glenarm-lower/tickmacrevan/gartford,Gartford
Antrim,Glencloy,Gortcarney,http://www.townlands.ie/antrim/glenarm-lower/tickmacrevan/gortcarney,Gortcarney
Antrim,Glencloy,Unshinagh_Mountain,http://www.townlands.ie/antrim/glenarm-lower/tickmacrevan/unshinagh-mountain,Unshinagh_Mountain
Antrim,Glenravel,Ballsallagh,http://www.townlands.ie/antrim/antrim-lower/skerry/ballsallagh,Ballsallagh
Antrim,Glenravel,Carncoagh,http://www.townlands.ie/antrim/antrim-lower/skerry/carncoagh,Carncoagh
Antrim,Glenravel,Crooknahaya,http://www.townlands.ie/antrim/antrim-lower/skerry/crooknahaya,Crooknahaya
Antrim,Glenravel,Eglish,http://www.townlands.ie/antrim/antrim-lower/skerry/eglish,Eglish
Antrim,Glenravel,Evishnablay,http://www.townlands.ie/antrim/antrim-lower/skerry/evishnablay,Evishnablay
Antrim,Glenravel,Gortnageeragh,http://www.townlands.ie/antrim/antrim-lower/skerry/gortnageeragh,Gortnageeragh
Antrim,Glenravel,Islandstown,http://www.townlands.ie/antrim/antrim-lower/skerry/islandtown,Islandstown
Antrim,Glenravel,Killygore,http://www.townlands.ie/antrim/antrim-lower/skerry/killygore,Killygore
Antrim,Glenravel,Legnagooly,http://www.townlands.ie/antrim/antrim-lower/skerry/legnagooly,Legnagooly
Antrim,Glenravel,Lisbreen,http://www.townlands.ie/antrim/antrim-lower/skerry/lisbreen,Lisbreen
Antrim,Glenravel,Lisbreen_Half_Quarter,http://www.townlands.ie/antrim/antrim-lower/skerry/lisbreen-half-quarter,Lisbreen_Half_Quarter
Antrim,Glenravel,Lisnacrogher,http://www.townlands.ie/antrim/antrim-lower/skerry/lisnacrogher,Lisnacrogher
Antrim,Glenravel,Martinstown,http://www.townlands.ie/antrim/antrim-lower/skerry/martinstown,Martinstown
Antrim,Glenravel,Rathkenny,http://www.townlands.ie/antrim/antrim-lower/skerry/rathkenny,Rathkenny
Antrim,Glenwherry,Ballynulto,http://www.townlands.ie/antrim/antrim-lower/glenwhirry/ballynulto,Ballynulto
Antrim,Glenwherry,Braetown,http://www.townlands.ie/antrim/antrim-lower/glenwhirry/braetown,Braetown
Antrim,Glenwherry,Crosshill,http://www.townlands.ie/antrim/antrim-lower/glenwhirry/crosshill,Crosshill
Antrim,Glenwherry,Douglas,http://www.townlands.ie/antrim/antrim-lower/glenwhirry/douglas,Douglas
