DATE,DEXCHUS,DEXDNUS,DEXHKUS,DEXJPUS,DEXKOUS,DEXMXUS,DEXNOUS,DEXSDUS,DEXSIUS,DEXSZUS,DEXTAUS,DEXUSAL,DEXUSEU,DEXUSNZ,DEXUSUK
1980-05-05,,5.6325,,237.20,,,4.9300,4.2250,,1.6625,,1.1140,,0.9650,2.2780
1980-05-06,,5.6280,,231.80,,,4.9200,4.2100,,1.6555,,1.1210,,0.9710,2.2795
1980-05-07,,5.6080,,231.85,,,4.9110,4.2160,,1.6500,,1.1240,,0.9730,2.2815
1980-05-08,,5.6350,,233.60,,,4.9270,4.2250,,1.6620,,1.1238,,0.9720,2.2850
1980-05-09,,5.6750,,231.80,,,4.9440,4.2425,,1.6820,,1.1244,,0.9721,2.2670
1980-05-12,,5.6125,,226.80,,,4.9300,4.2320,,1.6610,,1.1280,,0.9745,2.2810
1980-05-13,,5.6200,,227.75,,,4.9190,4.2240,,1.6670,,1.1295,,0.9760,2.2790
1980-05-14,,5.5975,,227.20,,,4.9075,4.2180,,1.6600,,1.1305,,0.9765,2.2975
1980-05-15,,5.6030,,227.80,,,4.9075,4.2175,,1.6645,,1.1290,,0.9765,2.3005
1980-05-16,,5.6075,,229.60,,,4.9240,4.2260,,1.6710,,1.1270,,0.9730,2.2840
1980-05-19,,5.6300,,229.00,,,4.9350,4.2340,,1.6765,,1.1290,,0.9750,2.2835
1980-05-20,,5.6325,,226.75,,,4.9310,4.2410,,1.6795,,1.1315,,0.9758,2.2910
1980-05-21,,5.5800,,224.40,,,4.9000,4.2080,,1.6625,,1.1340,,0.9800,2.3305
1980-05-22,,5.5650,,224.05,,,4.8880,4.2040,,1.6615,,1.1372,,0.9825,2.3285
1980-05-23,,5.5470,,221.25,,,4.8740,4.1800,,1.6500,,1.1405,,0.9840,2.3440
1980-05-26,,#N/A,,#N/A,,,#N/A,#N/A,,#N/A,,#N/A,,#N/A,#N/A
1980-05-27,,5.5000,,219.20,,,4.8440,4.1600,,1.6375,,1.1485,,0.9927,2.3700
1980-05-28,,5.5140,,223.50,,,4.8500,4.1750,,1.6450,,1.1460,,0.9870,2.3590
1980-05-29,,5.5325,,223.80,,,4.8600,4.1830,,1.6530,,1.1460,,0.9870,2.3460
1980-05-30,,5.5270,,223.00,,,4.8640,4.1900,,1.6620,,1.1428,,0.9830,2.3425
1980-06-02,,5.5395,,223.55,,,4.8650,4.1990,,1.6602,,1.1465,,0.9875,2.3365
1980-06-03,,5.5290,,222.70,,,4.8675,4.1895,,1.6540,,1.1430,,0.9810,2.3030
1980-06-04,,5.5320,,221.40,,,4.8640,4.1875,,1.6470,,1.1440,,0.9815,2.3215
1980-06-05,,5.5275,,220.35,,,4.8760,4.1760,,1.6480,,1.1448,,0.9860,2.3305
1980-06-06,,5.5220,,219.30,,,4.8610,4.1730,,1.6350,,1.1480,,0.9855,2.3318
1980-06-09,,5.4780,,216.35,,,4.8415,4.1620,,1.6225,,1.1537,,0.9905,2.3505
1980-06-10,,5.4725,,215.80,,,4.8430,4.1600,,1.6225,,1.1536,,0.9880,2.3327
1980-06-11,,5.4810,,217.75,,,4.8505,4.1660,,1.6290,,1.1540,,0.9890,2.3348
1980-06-12,,5.4880,,216.50,,,4.8460,4.1630,,1.6240,,1.1543,,0.9890,2.3385
1980-06-13,,5.4590,,216.00,,,4.8300,4.1400,,1.6135,,1.1565,,0.9910,2.3425
1980-06-16,,5.4700,,216.00,,,4.8415,4.1535,,1.6340,,1.1565,,0.9900,2.3405
1980-06-17,,5.4850,,216.00,,,4.8540,4.1695,,1.6300,,1.1555,,0.9890,2.3306
1980-06-18,,5.4730,,215.75,,,4.8460,4.1600,,1.6230,,1.1565,,0.9890,2.3323
1980-06-19,,5.4880,,216.35,,,4.8450,4.1670,,1.6380,,1.1553,,0.9890,2.3355
1980-06-20,,5.4870,,217.20,,,4.8580,4.1640,,1.6320,,1.1552,,0.9865,2.3350
1980-06-23,,5.4850,,216.07,,,4.8510,4.1665,,1.6345,,1.1573,,0.9885,2.3410
1980-06-24,,5.4850,,216.60,,,4.8610,4.1740,,1.6400,,1.1558,,0.9870,2.3357
1980-06-25,,5.4800,,217.95,,,4.8590,4.1740,,1.6382,,1.1545,,0.9860,2.3360
1980-06-26,,5.4750,,217.20,,,4.8530,4.1630,,1.6287,,1.1558,,0.9855,2.3435
1980-06-27,,5.4700,,217.55,,,4.8445,4.1525,,1.6275,,1.1560,,0.9865,2.3470
1980-06-30,,5.4630,,219.90,,,4.8440,4.1600,,1.6298,,1.1550,,0.9870,2.3555
1980-07-01,,5.4700,,219.50,,,4.8440,4.1550,,1.6265,,1.1557,,0.9875,2.3615
1980-07-02,,5.4500,,218.80,,,4.8340,4.1440,,1.6195,,1.1571,,0.9875,2.3580
1980-07-03,,5.4490,,219.00,,,4.8370,4.1480,,1.6130,,1.1570,,0.9848,2.3483
1980-07-04,,#N/A,,#N/A,,,#N/A,#N/A,,#N/A,,#N/A,,#N/A,#N/A
1980-07-07,,5.3875,,217.90,,,4.8160,4.1220,,1.5875,,1.1605,,0.9910,2.3825
1980-07-08,,5.3900,,219.10,,,4.8070,4.1190,,1.5910,,1.1593,,0.9885,2.3730
1980-07-09,,5.3820,,218.15,,,4.8050,4.1210,,1.5955,,1.1603,,0.9895,2.3735
1980-07-10,,5.3820,,216.85,,,4.8005,4.1120,,1.5948,,1.1617,,0.9900,2.3755
1980-07-11,,5.3895,,217.70,,,4.8020,4.1125,,1.5950,,1.1622,,0.9900,2.3777
1980-07-14,,5.4020,,218.25,,,4.8030,4.1240,,1.6050,,1.1612,,0.9894,2.3755
1980-07-15,,5.4185,,219.40,,,4.8100,4.1240,,1.6100,,1.1594,,0.9875,2.3715
1980-07-16,,5.4050,,218.80,,,4.8150,4.1230,,1.6045,,1.1611,,0.9870,2.3715
1980-07-17,,5.3705,,218.50,,,4.8000,4.1060,,1.5970,,1.1616,,0.9888,2.3800
1980-07-18,,5.4090,,220.27,,,4.8150,4.1200,,1.6107,,1.1603,,0.9875,2.3742
1980-07-21,,5.3915,,220.38,,,4.8020,4.1155,,1.6025,,1.1516,,0.9882,2.3795
1980-07-22,,5.3775,,221.00,,,4.7930,4.1090,,1.5980,,1.1612,,0.9865,2.3880
1980-07-23,,5.3825,,224.15,,,4.8000,4.1185,,1.6005,,1.1578,,0.9859,2.3845
1980-07-24,,5.3730,,223.20,,,4.7930,4.1070,,1.5950,,1.1597,,0.9859,2.3965
1980-07-25,,5.3805,,225.40,,,4.8005,4.1095,,1.5988,,1.1587,,0.9854,2.3905
1980-07-28,,5.3900,,227.40,,,4.8085,4.1205,,1.6075,,1.1577,,0.9845,2.3862
1980-07-29,,5.4350,,226.80,,,4.8390,4.1330,,1.6235,,1.1562,,0.9820,2.3710
1980-07-30,,5.4725,,227.05,,,4.8575,4.1550,,1.6480,,1.1553,,0.9792,2.3480
1980-07-31,,5.5030,,227.40,,,4.8850,4.1690,,1.6480,,1.1515,,0.9748,2.3425
1980-08-01,,5.5445,,227.00,,,4.9010,4.1770,,1.6630,,1.1506,,0.9727,2.3330
1980-08-04,,5.5310,,226.05,,,4.8960,4.1820,,1.6495,,1.1515,,0.9755,2.3425
1980-08-05,,5.5000,,226.25,,,4.8720,4.1575,,1.6395,,1.1542,,0.9765,2.3555
1980-08-06,,5.4800,,225.30,,,4.8575,4.1535,,1.6300,,1.1562,,0.9785,2.3740
1980-08-07,,5.5090,,225.70,,,4.8610,4.1680,,1.6445,,1.1552,,0.9780,2.3698
1980-08-08,,5.5145,,226.30,,,4.8715,4.1725,,1.6505,,1.1552,,0.9772,2.3720
1980-08-11,,5.5060,,225.78,,,4.8660,4.1700,,1.6505,,1.1556,,0.9775,2.3718
1980-08-12,,5.4975,,222.90,,,4.8570,4.1600,,1.6410,,1.1578,,0.9787,2.3730
1980-08-13,,5.4860,,224.00,,,4.8530,4.1595,,1.6440,,1.1596,,0.9804,2.3755
1980-08-14,,5.5160,,224.40,,,4.8620,4.1680,,1.6445,,1.1590,,0.9790,2.3755
1980-08-15,,5.5255,,225.75,,,4.8590,4.1745,,1.6440,,1.1587,,0.9786,2.3795
1980-08-18,,5.5620,,226.30,,,4.8730,4.1830,,1.6585,,1.1557,,0.9755,2.3690
1980-08-19,,5.5630,,224.38,,,4.8660,4.1900,,1.6608,,1.1568,,0.9755,2.3600
1980-08-20,,5.5470,,224.15,,,4.8640,4.1805,,1.6585,,1.1582,,0.9758,2.3685
1980-08-21,,5.5490,,224.75,,,4.8570,4.1735,,1.6565,,1.1575,,0.9752,2.3690
1980-08-22,,5.5850,,223.80,,,4.8755,4.2035,,1.6740,,1.1578,,0.9748,2.3655
1980-08-25,,5.5725,,223.20,,,4.8715,4.1920,,1.6695,,1.1584,,0.9764,2.3685
1980-08-26,,5.5655,,219.40,,,4.8600,4.1890,,1.6622,,1.1618,,0.9782,2.3795
1980-08-27,,5.5715,,219.68,,,4.8600,4.1790,,1.6615,,1.1616,,0.9795,2.3905
1980-08-28,,5.5400,,218.00,,,4.8400,4.1660,,1.6450,,1.1650,,0.9806,2.3890
1980-08-29,,5.5545,,219.10,,,4.8440,4.1730,,1.6490,,1.1648,,0.9809,2.3960
1980-09-01,,#N/A,,#N/A,,,#N/A,#N/A,,#N/A,,#N/A,,#N/A,#N/A
1980-09-02,,5.5080,,215.93,,,4.8200,4.1485,,1.6360,,1.1686,,0.9815,2.4180
1980-09-03,,5.5020,,216.70,,,4.8200,4.1475,,1.6290,,1.1695,,0.9855,2.4155
1980-09-04,,5.4920,,217.20,,,4.8175,4.1460,,1.6300,,1.1707,,0.9865,2.4180
1980-09-05,,5.5150,,218.00,,,4.8140,4.1545,,1.6350,,1.1685,,0.9835,2.4130
1980-09-08,,5.4965,,216.70,,,4.8130,4.1430,,1.6258,,1.1696,,0.9854,2.4175
1980-09-09,,5.4980,,216.80,,,4.8060,4.1410,,1.6313,,1.1697,,0.9855,2.4005
1980-09-10,,5.5030,,216.55,,,4.8190,4.1495,,1.6302,,1.1697,,0.9842,2.4020
1980-09-11,,5.4960,,214.47,,,4.8125,4.1480,,1.6285,,1.1711,,0.9870,2.4115
1980-09-12,,5.5060,,213.20,,,4.8215,4.1535,,1.6305,,1.1726,,0.9862,2.4135
1980-09-15,,5.5115,,212.65,,,4.8260,4.1560,,1.6322,,1.1725,,0.9845,2.3960
1980-09-16,,5.5110,,211.47,,,4.8295,4.1500,,1.6340,,1.1717,,0.9835,2.3865
1980-09-17,,5.5020,,211.95,,,4.8215,4.1470,,1.6303,,1.1730,,0.9852,2.3923
1980-09-18,,5.5375,,212.98,,,4.8535,4.1605,,1.6418,,1.1719,,0.9830,2.3840
1980-09-19,,5.5735,,210.80,,,4.8520,4.1650,,1.6445,,1.1722,,0.9822,2.3855
1980-09-22,,5.5930,,214.80,,,4.8630,4.1750,,1.6580,,1.1712,,0.9823,2.4030
1980-09-23,,5.6010,,218.15,,,4.8650,4.1700,,1.6610,,1.1674,,0.9796,2.4020
1980-09-24,,5.5610,,214.45,,,4.8560,4.1530,,1.6445,,1.1677,,0.9790,2.3990
1980-09-25,,5.5610,,215.00,,,4.8570,4.1560,,1.6450,,1.1702,,0.9805,2.3992
1980-09-26,,5.5730,,211.70,,,4.8610,4.1480,,1.6455,,1.1700,,0.9798,2.3915
1980-09-29,,5.5990,,212.40,,,4.8745,4.1645,,1.6543,,1.1692,,0.9794,2.3905
1980-09-30,,5.5915,,210.85,,,4.8675,4.1610,,1.6535,,1.1710,,0.9805,2.3870
1980-10-01,,5.5790,,208.50,,,4.8600,4.1585,,1.6420,,1.1749,,0.9825,2.3910
1980-10-02,,5.5895,,208.15,,,4.8670,4.1665,,1.6460,,1.1750,,0.9823,2.3860
1980-10-03,,5.5845,,207.60,,,4.8650,4.1625,,1.6455,,1.1750,,0.9820,2.3883
1980-10-06,,5.5530,,207.90,,,4.8505,4.1530,,1.6330,,1.1763,,0.9846,2.3978
1980-10-07,,5.5660,,208.85,,,4.8580,4.1575,,1.6382,,1.1747,,0.9804,2.3925
1980-10-08,,5.5580,,208.35,,,4.8520,4.1550,,1.6380,,1.1759,,0.9812,2.3930
1980-10-09,,5.5620,,208.95,,,4.8600,4.1630,,1.6360,,1.1758,,0.9801,2.3972
1980-10-10,,5.5540,,209.00,,,4.8555,4.1560,,1.6360,,1.1760,,0.9821,2.4028
1980-10-13,,#N/A,,#N/A,,,#N/A,#N/A,,#N/A,,#N/A,,#N/A,#N/A
1980-10-14,,5.5875,,206.50,,,4.8590,4.1700,,1.6450,,1.1777,,0.9848,2.4078
1980-10-15,,5.6175,,207.30,,,4.8765,4.1720,,1.6475,,1.1762,,0.9812,2.4070
1980-10-16,,5.6310,,208.15,,,4.8835,4.1785,,1.6505,,1.1754,,0.9820,2.4165
1980-10-17,,5.6640,,208.20,,,4.8935,4.1930,,1.6580,,1.1753,,0.9814,2.4130
1980-10-20,,5.7100,,208.65,,,4.9130,4.2120,,1.6580,,1.1753,,0.9805,2.4295
1980-10-21,,5.7230,,207.95,,,4.9310,4.2060,,1.6570,,1.1747,,0.9838,2.4350
1980-10-22,,5.7240,,209.35,,,4.9235,4.2190,,1.6640,,1.1743,,0.9802,2.4345
1980-10-23,,5.7195,,210.40,,,4.9200,4.2075,,1.6625,,1.1730,,0.9800,2.4420
1980-10-24,,5.7410,,212.75,,,4.9210,4.2135,,1.6755,,1.1728,,0.9810,2.4400
1980-10-27,,5.7720,,213.75,,,4.9370,4.2370,,1.6995,,1.1700,,0.9795,2.4380
1980-10-28,,5.8160,,213.25,,,4.9520,4.2520,,1.7075,,1.1694,,0.9752,2.4345
1980-10-29,,5.8115,,210.00,,,4.9510,4.2370,,1.6960,,1.1711,,0.9775,2.4410
1980-10-30,,5.8480,,210.50,,,4.9500,4.2475,,1.7120,,1.1735,,0.9775,2.4380
1980-10-31,,5.8550,,211.05,,,4.9620,4.2520,,1.7150,,1.1720,,0.9755,2.4365
1980-11-03,,5.9020,,210.80,,,5.0000,4.2795,,1.7170,,1.1708,,0.9770,2.4430
1980-11-04,,#N/A,,#N/A,,,#N/A,#N/A,,#N/A,,#N/A,,#N/A,#N/A
1980-11-05,,5.9600,,211.35,,,5.0070,4.2975,,1.7420,,1.1711,,0.9750,2.4460
1980-11-06,,5.9740,,212.65,,,5.0090,4.3100,,1.7453,,1.1701,,0.9745,2.4380
1980-11-07,,5.9915,,213.10,,,5.0310,4.3330,,1.7450,,1.1658,,0.9700,2.4180
1980-11-10,,5.8550,,209.50,,,5.0020,4.2780,,1.7075,,1.1644,,0.9660,2.3965
1980-11-11,,#N/A,,#N/A,,,#N/A,#N/A,,#N/A,,#N/A,,#N/A,#N/A
1980-11-12,,5.8520,,213.10,,,5.0110,4.2830,,1.7105,,1.1680,,0.9675,2.4130
1980-11-13,,5.8275,,212.30,,,4.9960,4.2750,,1.7040,,1.1705,,0.9715,2.4175
1980-11-14,,5.8450,,212.90,,,4.9955,4.2830,,1.7140,,1.1682,,0.9700,2.4030
1980-11-17,,5.9310,,213.60,,,5.0255,4.3125,,1.7370,,1.1672,,0.9770,2.3940
1980-11-18,,5.8820,,213.30,,,5.0240,4.3100,,1.7270,,1.1660,,0.9655,2.3900
1980-11-19,,5.8560,,212.65,,,5.0065,4.3025,,1.7155,,1.1682,,0.9653,2.3760
1980-11-20,,5.8700,,213.70,,,5.0155,4.3065,,1.7235,,1.1674,,0.9660,2.3850
1980-11-21,,5.9110,,213.80,,,5.0320,4.3140,,1.7280,,1.1662,,0.9625,2.3585
1980-11-24,,5.8870,,213.35,,,5.0180,4.3100,,1.7315,,1.1673,,0.9615,2.3390
1980-11-25,,5.8700,,213.65,,,5.0190,4.3115,,1.7265,,1.1669,,0.9617,2.3550
1980-11-26,,5.9010,,216.45,,,5.0315,4.3170,,1.7285,,1.1652,,0.9624,2.3695
1980-11-27,,#N/A,,#N/A,,,#N/A,#N/A,,#N/A,,#N/A,,#N/A,#N/A
1980-11-28,,5.9165,,216.60,,,5.0425,4.3285,,1.7385,,1.1640,,0.9575,2.3575
1980-12-01,,5.9515,,217.85,,,5.0850,4.3660,,1.7525,,1.1622,,0.9550,2.3485
1980-12-02,,5.9645,,216.55,,,5.1050,4.3660,,1.7575,,1.1640,,0.9550,2.3415
1980-12-03,,5.9600,,213.55,,,5.1015,4.3610,,1.7505,,1.1634,,0.9550,2.3460
1980-12-04,,5.9635,,211.00,,,5.1015,4.3690,,1.7515,,1.1657,,0.9550,2.3442
1980-12-05,,6.0050,,211.60,,,5.1300,4.3975,,1.7715,,1.1658,,0.9545,2.3390
1980-12-08,,6.0050,,208.50,,,5.1260,4.3875,,1.7750,,1.1695,,0.9585,2.3435
1980-12-09,,6.0600,,209.10,,,5.1775,4.4170,,1.7925,,1.1670,,0.9540,2.3355
1980-12-10,,6.1420,,210.10,,,5.2270,4.4520,,1.8200,,1.1679,,0.9540,2.3400
1980-12-11,,6.1800,,210.45,,,5.2530,4.4850,,1.8270,,1.1630,,0.9500,2.3145
1980-12-12,,6.1525,,210.50,,,5.2330,4.4720,,1.8165,,1.1633,,0.9485,2.3235
1980-12-15,,6.0600,,209.40,,,5.1625,4.4225,,1.8090,,1.1663,,0.9525,2.3275
1980-12-16,,6.1810,,208.75,,,5.2290,4.4840,,1.8305,,1.1646,,0.9490,2.3090
1980-12-17,,6.0850,,208.90,,,5.1740,4.4160,,1.8030,,1.1646,,0.9480,2.3300
1980-12-18,,6.0900,,209.50,,,5.1950,4.4310,,1.8070,,1.1653,,0.9475,2.3240
1980-12-19,,6.0840,,208.20,,,5.1630,4.4120,,1.8010,,1.1670,,0.9490,2.3410
1980-12-22,,6.0475,,207.65,,,5.1600,4.4030,,1.7730,,1.1689,,0.9530,2.3510
1980-12-23,,5.9900,,207.90,,,5.1550,4.3850,,1.7750,,1.1735,,0.9560,2.3680
1980-12-24,,5.9200,,208.00,,,5.1400,4.3300,,1.7630,,1.1750,,0.9575,2.3600
1980-12-25,,#N/A,,#N/A,,,#N/A,#N/A,,#N/A,,#N/A,,#N/A,#N/A
1980-12-26,,5.9240,,208.40,,,5.1430,4.3350,,1.7725,,1.1760,,0.9565,2.3790
1980-12-29,,6.0050,,206.65,,,5.1775,4.3710,,1.7750,,1.1750,,0.9575,2.3660
1980-12-30,,5.9855,,203.10,,,5.1630,4.3850,,1.7670,,1.1800,,0.9610,2.3900
1980-12-31,,6.0100,,203.10,,,5.1825,4.3825,,1.7875,,1.1814,,0.9618,2.3890
1981-01-01,,#N/A,,#N/A,,,#N/A,#N/A,,#N/A,,#N/A,,#N/A,#N/A
1981-01-02,1.5341,6.0640,5.1350,202.50,,,5.1950,4.4000,2.0930,1.7900,,1.1802,,0.9615,2.3820
1981-01-05,1.5418,5.9820,5.1270,199.05,,,5.1370,4.3540,2.0810,1.7570,,1.1847,,0.9654,2.4155
1981-01-06,1.5264,5.9570,5.1300,199.70,,,5.1180,4.3000,2.0800,1.7505,,1.1890,,0.9695,2.4225
1981-01-07,1.5264,5.9925,5.1310,201.05,,,5.1275,4.3550,2.0800,1.7670,,1.1890,,0.9698,2.4115
1981-01-08,1.5264,6.0430,5.1440,201.70,,,5.1430,4.3780,2.0815,1.7746,,1.1865,,0.9665,2.4035
1981-01-09,1.5371,6.0660,5.1480,203.00,,,5.1450,4.3920,2.0865,1.7970,,1.1852,,0.9648,2.3950
1981-01-12,1.5371,6.1075,5.1500,204.10,,,5.1675,4.4110,2.0835,1.8050,,1.1800,,0.9625,2.3970
1981-01-13,1.5449,6.1500,5.1720,203.30,,,5.1910,4.4420,2.0945,1.8120,,1.1793,,0.9600,2.3880
1981-01-14,1.5449,6.1225,5.1795,203.05,,,5.1810,4.4265,2.0875,1.8070,,1.1808,,0.9600,2.4025
1981-01-15,1.5449,6.1520,5.1770,201.75,,,5.2020,4.4380,2.0850,1.8155,,1.1815,,0.9610,2.4005
1981-01-16,1.5557,6.1730,5.1840,202.90,,,5.2350,4.4500,2.0790,1.8220,,1.1788,,0.9597,2.3935
1981-01-19,1.5557,6.1750,5.1810,202.30,,,5.2300,4.4525,2.0765,1.8290,,1.1810,,0.9610,2.4050
1981-01-20,1.5557,6.1660,5.1790,200.65,,,5.2385,4.4410,2.0720,1.8190,,1.1817,,0.9615,2.4185
1981-01-21,1.5557,6.1325,5.1665,199.20,,,5.2220,4.4280,2.0675,1.8120,,1.1865,,0.9647,2.4270
1981-01-22,1.5510,6.2115,5.1900,200.85,,,5.2520,4.4620,2.0790,1.8335,,1.1826,,0.9640,2.4030
1981-01-23,1.5510,6.2475,5.1970,202.75,,,5.2710,4.4880,2.0820,1.8405,,1.1802,,0.9606,2.4070
1981-01-26,1.5634,6.3160,5.2210,203.55,,,5.3255,4.5065,2.0830,1.8510,,1.1880,,0.9585,2.4160
1981-01-27,1.5759,6.3850,5.2390,202.50,,,5.3900,4.5600,2.0790,1.8695,,1.1770,,0.9590,2.4020
1981-01-28,1.5822,6.4100,5.2450,204.50,,,5.3935,4.5500,2.0725,1.8825,,1.1755,,0.9570,2.4083
1981-01-29,1.5886,6.4550,5.2490,204.60,,,5.4150,4.5670,2.0740,1.9030,,1.1740,,0.9530,2.3968
1981-01-30,1.5886,6.5550,5.2880,206.70,,,5.4825,4.6000,2.0880,1.9320,,1.1784,,0.9488,2.3655
1981-02-02,1.6108,6.5200,5.2810,203.15,,,5.4220,4.5650,2.0800,1.9200,,1.1690,,0.9470,2.3490
1981-02-03,1.6108,6.5830,5.3075,204.05,,,5.4370,4.5875,2.0800,1.9370,,1.1642,,0.9232,2.3505
1981-02-04,1.6028,6.4825,5.2760,202.90,,,5.3740,4.5460,2.0700,1.9160,,1.1666,,0.9455,2.3560
1981-02-05,1.6028,6.5950,5.2950,202.95,,,5.3930,4.5950,2.0730,1.9440,,1.1656,,0.9453,2.3405
1981-02-06,1.6028,6.5780,5.2950,203.80,,,5.4150,4.6020,2.0770,1.9420,,1.1656,,0.9436,2.3400
1981-02-09,1.6059,6.5625,5.2950,203.90,,,5.3800,4.5775,2.0740,1.9410,,1.1656,,0.9437,2.3405
1981-02-10,1.6059,6.6040,5.2920,203.90,,,5.4210,4.5980,2.0810,1.9485,,1.1653,,0.9430,2.3370
1981-02-11,1.6059,6.6075,5.2915,203.90,,,5.4340,4.6000,2.0765,1.9520,,1.1652,,0.9415,2.3375
1981-02-12,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A,#N/A,#N/A,,#N/A,,#N/A,#N/A
1981-02-13,1.6285,6.7850,5.3550,207.45,,,5.5200,4.6725,2.0950,2.0175,,1.1556,,0.9325,2.2845
1981-02-16,#N/A,#N/A,#N/A,#N/A,,,#N/A,#N/A,#N/A,#N/A,,#N/A,,#N/A,#N/A
1981-02-17,1.6579,6.7525,5.3315,206.80,,,5.4675,4.6675,2.0965,1.9955,,1.1555,,0.9280,2.2630
1981-02-18,1.6298,6.7075,5.3220,206.55,,,5.4420,4.6575,2.0970,1.9880,,1.1595,,0.9300,2.2660
1981-02-19,1.6298,6.5865,5.2975,206.80,,,5.3500,4.5770,2.0930,1.9250,,1.1593,,0.9307,2.2840
1981-02-20,1.6021,6.4900,5.2800,206.80,,,5.2900,4.5400,2.0850,1.8850,,1.1670,,0.9315,2.3100
1981-02-23,1.5909,6.5375,5.2845,208.05,,,5.3880,4.5575,2.0920,1.9025,,1.1665,,0.9320,2.2440
1981-02-24,1.6099,6.5550,5.2890,207.00,,,5.3850,4.6050,2.0970,1.9190,,1.1625,,0.9290,2.2330
1981-02-25,1.6035,6.5900,5.2890,207.30,,,5.3870,4.6100,2.0985,1.9165,,1.1610,,0.9245,2.2280
1981-02-26,1.6179,6.6250,5.3035,207.90,,,5.4150,4.6260,2.0960,1.9480,,1.1585,,0.9236,2.2265
1981-02-27,1.6179,6.6500,5.3370,209.70,,,5.4620,4.6400,2.1030,1.9620,,1.1550,,0.9200,2.2040
1981-03-02,1.6293,6.7340,5.3660,211.10,,,5.4725,4.6730,2.1080,1.9825,,1.1515,,0.9145,2.1805
1981-03-03,1.6456,6.7840,5.3710,208.60,,,5.4770,4.6800,2.1100,1.9710,,1.1512,,0.9145,2.2050
1981-03-04,1.6374,6.6800,5.3520,208.60,,,5.4175,4.6350,2.1065,1.9475,,1.1562,,0.9182,2.1980
1981-03-05,1.6456,6.7200,5.3620,208.90,,,5.4475,4.6490,2.1105,1.9450,,1.1552,,0.9145,2.2040
1981-03-06,1.6456,6.7000,5.3620,209.00,,,5.4560,4.6600,2.1090,1.9575,,1.1550,,0.9135,2.1925
1981-03-09,1.6456,6.6600,5.3420,206.00,,,5.4225,4.6475,2.1040,1.9290,,1.1569,,0.9150,2.2150
1981-03-10,1.6407,6.6175,5.3205,207.00,,,5.3900,4.6160,2.1015,1.9230,,1.1620,,0.9210,2.2280
1981-03-11,1.6407,6.6200,5.2980,207.60,,,5.4020,4.6600,2.1000,1.9370,,1.1611,,0.9203,2.2165
1981-03-12,1.6407,6.6500,5.3085,207.60,,,5.4010,4.6150,2.1115,1.9370,,1.1612,,0.9200,2.2190
1981-03-13,1.6407,6.6425,5.2920,207.55,,,5.3950,4.6200,2.1060,1.9270,,1.1622,,0.9198,2.2170
1981-03-16,1.6402,6.5775,5.2790,207.27,,,5.3750,4.5950,2.1010,1.9020,,1.1648,,0.9232,2.2365
1981-03-17,1.6309,6.5650,5.2690,207.70,,,5.3580,4.5725,2.1000,1.9005,,1.1660,,0.9245,2.2490
1981-03-18,1.6227,6.4700,5.2325,207.60,,,5.2975,4.5275,2.0810,1.8650,,1.1702,,0.9265,2.2785
1981-03-19,1.6049,6.4460,5.2460,208.75,,,5.3040,4.5200,2.0850,1.8700,,1.1717,,0.9280,2.2805
1981-03-20,1.6129,6.4955,5.2400,208.25,,,5.3230,4.5425,2.0880,1.8865,,1.1732,,0.9250,2.2630
1981-03-23,1.6129,6.5710,5.2680,208.60,,,5.3725,4.5745,2.0995,1.8982,,1.1702,,0.9235,2.2495
1981-03-24,1.6209,6.5575,5.2780,208.55,,,5.3700,4.5710,2.0970,1.8965,,1.1710,,0.9253,2.2655
1981-03-25,1.6209,6.5740,5.2790,208.85,,,5.3750,4.5750,2.0910,1.9040,,1.1692,,0.9248,2.2625
1981-03-26,1.6209,6.6400,5.2930,211.45,,,5.4075,4.6000,2.0945,1.9280,,1.1650,,0.9200,2.2450
1981-03-27,1.6372,6.6800,5.3000,211.80,,,5.4350,4.6275,2.0910,1.9350,,1.1605,,0.9157,2.2260
1981-03-30,1.6372,6.6100,5.2810,211.40,,,5.3850,4.6000,2.0865,1.9120,,1.1627,,0.9164,2.2375
1981-03-31,1.6165,6.6400,5.2870,211.25,,,5.3900,4.6100,2.0910,1.9280,,1.1669,,0.9155,2.2325
1981-04-01,1.6337,6.6200,5.2900,212.40,,,5.3770,4.5915,2.0900,1.9165,,1.1638,,0.9160,2.2460
1981-04-02,1.6337,6.6350,5.3040,213.80,,,5.3920,4.6000,2.0930,1.9245,,1.1617,,0.9120,2.2180
1981-04-03,1.6418,6.6840,5.3250,213.20,,,5.4120,4.6325,2.0960,1.9425,,1.1587,,0.9070,2.1950
1981-04-06,1.6500,6.7850,5.3410,214.00,,,5.4400,4.6820,2.0990,1.9690,,1.1540,,0.9022,2.1750
1981-04-07,1.6599,6.6800,5.3350,213.10,,,5.4230,4.6160,2.1040,1.9390,,1.1558,,0.9080,2.2030
1981-04-08,1.6483,6.7050,5.3315,213.45,,,5.4410,4.6500,2.1020,1.9430,,1.1565,,0.9080,2.1960
1981-04-09,1.6483,6.7460,5.3505,214.10,,,5.4480,4.6600,2.1005,1.9540,,1.1555,,0.9065,2.1900
1981-04-10,1.6565,6.7650,5.3540,215.17,,,5.4630,4.6640,2.1030,1.9610,,1.1543,,0.9055,2.1850
